,facility_id,facility_name,facility_type,capacity_type,capacity_count,region,license_issue_date,inspection_date,gps_location,remarks
9340,4e54ae,Perez-Smith (st.),community health centre,unknown,122,St. Jospeh,2018-09-11 00:00:00,2019-12-29 00:00:00,"12.74981, -59.20237",Needs upgrade
9341,07197,"Alexander, Mueller and Goodwin 🏥✨",unknown,bed,269,St. George,2025-12-27 00:00:00,2024-11-15 00:00:00,-58.73033;13.23796,Follow-up 2023
9343,#7198,"Moody, Choi and Lewis Hosp.",hospital,bed,151,St. Jospeh,2022-02-13 00:00:00,2021-09-26 00:00:00,13°4′41″N 59°17′38″W,none
9345,a1807a,Robinson-Jones Polyclinic,community health centre,bed,194,St. Andrew,2023-09-03 00:00:00,2022-01-20 00:00:00,unknown,unknown
9346,f6bdc5,Wong-PLC Hospital,community health centre,unknown,351,Christ Church,2018-02-24 00:00:00,2020-01-11 00:00:00,12°57′31″N 59°13′8″W, 
9347,#7201,Pacheco-Spencer Hosp.,polyclinic,unknown,unknown,Christ Church,2024-01-01 00:00:00,2025-12-13 00:00:00,"-59.25231, 12.95212",Needs upgrade
9349,HF-7203,"Harris, Ryan and Johnson",polyclinic,unknown,393,St. Michael,2020-05-28 00:00:00,2018-04-21 00:00:00,POINT(-59.20863 12.74145),none
9353,07205,"Vaughan, Mcclain and Guerrero Infirmary (leahciM)",community health centre,unknown,unknown,St. Michael,2024-06-11 00:00:00,2023-02-10 00:00:00,"13.18002, -58.76575",unknown
9363,#7211,Frazier Group 🏥,hospital,unknown,unknown,St. Jospeh,2018-01-26 00:00:00,2022-02-23 00:00:00,"13.19958, -59.12036",Loved it
9364,#7212,"Martinez, Baker and Adams Hosp.",hospital,unknown,324,St. Joseph,2022-10-31 00:00:00,2022-06-25 00:00:00,12°52′40″N 59°6′41″W,Loved it
9366,#7214,"Johnson, Love and Macdonald",polyclinic,bed,185,St. Lucy,2016-01-11 00:00:00,2023-01-29 00:00:00,12°54′24″N 58°58′1″W,Loved it
9368,e5fafd,"Wells, Marsh and Hernandez Hospital",hospital,unknown,unknown,St. George,2022-10-02 00:00:00,2023-04-04 00:00:00,unknown,Good
9369,2395f3,Saunders-Rhodes Hosp. (St.Michael),community health centre,cot,423,St. Michael,2018-05-18 00:00:00,2024-12-29 00:00:00,"-59.10980, 12.83380",none
9371,7218,Harris-Perez,clinic,unknown,35,St. Andrew,2025-04-03 00:00:00,2025-09-08 00:00:00,-59.23048;13.05099,none
9372,7219,"Garcia, Mcmillan and Thomas Hospital",clinic,unknown,unknown,Christ Church,2018-01-24 00:00:00,2022-06-23 00:00:00,"12.87541, -59.20161", 
9374,b4adf4,Kennedy-Byrd (st.),community health centre,bed,10,St. Lucy,2017-06-26 00:00:00,2023-02-06 00:00:00,"-58.94416, 12.96993",Follow-up 2023
9376,07221,Richards-Smith 🏥,clinic,unknown,unknown,St. Lucy,2025-09-26 00:00:00,2019-02-07 00:00:00,13°16′54″N 59°9′7″W,unknown
9378,07223,"Smith, Jones and King Medical Center",clinic,cot,306,St. Andrew,2025-02-01 00:00:00,2020-09-18 00:00:00,-59.27848;13.23560,none
9380,7225,Holmes PLC Polyclinic,clinic,unknown,unknown,St. Joseph,2018-04-22 00:00:00,2018-01-26 00:00:00,POINT(-59.07864 13.03409),Follow-up 2023
9382,07226,Mcknight LLC Health Centre (St),clinic,bed,10,St. James,2021-11-30 00:00:00,2023-03-13 00:00:00,-58.74519;13.17232,Loved it
9383,7227,Moore Group Hosp.,polyclinic,unknown,447,St. Michael,2019-06-07 00:00:00,2021-11-16 00:00:00,12°52′11″N 58°49′22″W,unknown
9386,2549c5,"King, Banks and Reeves Infirmary©",hospital,cot,381,St. John,2020-03-20 00:00:00,2018-03-27 00:00:00,POINT(-58.99099 12.99171),Needs upgrade
9389,HF-7231,Lang-Sanchez,community health centre,bed,283,St. Jospeh,2022-11-22 00:00:00,2019-10-12 00:00:00,12°54′9″N 58°44′20″W,Good
9390,#7232,Thomas PLC 🏥,unknown,cot,109,Christ Church,2016-11-25 00:00:00,2024-06-08 00:00:00,"12.76324, -59.01536",unknown
9391,HF-7233,"Gordon, Miller and Pierce Medical Center©",polyclinic,bed,373,St. Peter,2023-10-12 00:00:00,2022-06-17 00:00:00,"12.70049, -58.84657",Reinspection due
9393,07234,Jones PLC Hosp. (st.)✨,hospital,unknown,unknown,St. John,2020-07-31 00:00:00,2022-04-13 00:00:00,POINT(-58.97099 12.81502),Needs upgrade
9396,ac885a,Castro Inc,unknown,unknown,unknown,St. Andrew,2019-01-26 00:00:00,2019-03-09 00:00:00,POINT(-58.72636 12.76316),Needs upgrade
9397,d8ac04,Mckinney Ltd 🏥,community health centre,unknown,54,St. Peter,2019-10-07 00:00:00,2020-02-16 00:00:00,13°10′41″N 58°54′57″W,unknown
9399,HF-7238,"Parker, Sexton and Murray",polyclinic,cot,135,St. George,2020-05-29 00:00:00,2020-08-03 00:00:00,"12.86577, -59.17574",Reinspection due
9401,07239,Potter-Pitts (st.)✨,community health centre,unknown,141,St. George,2021-02-12 00:00:00,2025-05-09 00:00:00,13°0′29″N 58°53′33″W,Follow-up 2023
9403,#7241,"Rogers, Kelley and Thompson Clinic",clinic,cot,219,St. Andrew,2016-12-19 00:00:00,2019-05-24 00:00:00,13°4′42″N 58°54′27″W,Loved it
9405,HF-7243,Dyer-Peters,community health centre,unknown,289,St. Peter,2018-09-13 00:00:00,2024-01-08 00:00:00,unknown,unknown
9406,07244,Tucker Ltd Medical Center,polyclinic,cot,431,St. George,2025-06-12 00:00:00,2023-09-13 00:00:00,unknown,unknown
9407,#7245,Williams-Green Polyclinic (Christ),hospital,unknown,unknown,Christ Church,2021-02-02 00:00:00,2023-03-27 00:00:00,13°12′12″N 58°47′43″W,none
9411,HF-7247,Miller-PLC Medical Center,unknown,unknown,371,St. Peter,2016-01-14 00:00:00,2019-03-01 00:00:00,12°51′45″N 58°51′25″W, 
9412,#7248,"Graham, Arnold and Kaufman 🏥 (CHRIST)",unknown,unknown,187,Christ Church,2021-07-23 00:00:00,2024-12-06 00:00:00,unknown,unknown
9415,07251,Stevens PLC 🏥,unknown,bed,92,Christ Church,2025-08-03 00:00:00,2020-10-12 00:00:00,-59.15399;13.18887,Follow-up 2023
9417,#7253,Anderson-Huerta (St.),hospital,bed,10,St. James,2021-08-12 00:00:00,2019-08-24 00:00:00,"13.07194, -58.93193", 
9418,#7254,"Vaughan, Thompson and Bishop Infirmary (st.)",polyclinic,unknown,unknown,St. George,2020-04-18 00:00:00,2020-11-17 00:00:00,unknown,Needs upgrade
9420,HF-7255,"Douglas, Silva and Walton Hospital",hospital,unknown,236,St. Jospeh,2021-02-24 00:00:00,2018-11-08 00:00:00,"12.76549, -58.82525",Loved it
9421,7256,Wyatt Ltd,community health centre,bed,10,St. John,2024-11-09 00:00:00,2020-12-28 00:00:00,-59.12696;12.87236,Good
9422,07257,"Davis, Ayala and Jones 🏥 (St.George)💊",hospital,unknown,unknown,St. George,2023-08-10 00:00:00,2024-04-28 00:00:00,unknown,Needs upgrade
9423,7258,Williams-Davis Hosp.,community health centre,bed,65,St. Michael,2019-05-05 00:00:00,2024-05-01 00:00:00,"13.15451, -58.86564",unknown
9424,07259,Butler-Taylor 🏥©,unknown,bed,392,St. Lucy,2020-06-27 00:00:00,2019-11-26 00:00:00,"-59.00756, 12.93263",Follow-up 2023
9426,#7261,"Brown LLC Health Centre
NewLine",unknown,unknown,unknown,St. George,2020-12-25 00:00:00,2018-06-26 00:00:00,"-59.05678, 12.85731",unknown
9428,#7262,"Roberts PLC Hosp. (St.)
NewLine",community health centre,unknown,unknown,St. John,2016-08-16 00:00:00,2023-12-01 00:00:00,POINT(-58.81558 13.03542),Needs upgrade
9430,989964,"Davis, Hickman and Christensen",community health centre,bed,334,St. John,2017-01-08 00:00:00,2018-04-26 00:00:00,-59.11840;13.23379,Follow-up 2023
9432,07265,"Beck, Owens and Lopez Medical Center (ST.)",unknown,unknown,64,St. James,2024-10-24 00:00:00,2023-04-27 00:00:00,POINT(-58.72803 13.05895),Good
9434,07267,Cannon-Goodman Hospital (Christ),community health centre,cot,95,Christ Church,2022-04-06 00:00:00,2020-10-12 00:00:00,POINT(-59.02430 13.07957),Follow-up 2023
9437,07270,"Fuller,-Davis-and-Reynolds Infirmary",unknown,unknown,unknown,St. Michael,2016-09-13 00:00:00,2019-12-01 00:00:00,12°43′51″N 58°52′48″W,Good
9439,07271,Hale and Sons 🏥©,unknown,unknown,134,St. Peter,2024-02-23 00:00:00,2019-11-01 00:00:00,"12.85907, -59.17161",Follow-up 2023
9440,HF-7272,Johnson Group Medical Center,unknown,cot,469,St. George,2018-12-09 00:00:00,2019-06-29 00:00:00,12°44′57″N 59°2′11″W,Reinspection due
9441,07273,Brady Group Hosp.,polyclinic,unknown,37,St. James,2025-10-20 00:00:00,2019-08-03 00:00:00,"12.83854, -59.08591", 
9443,7275,Zimmerman-Collins Hospital,community health centre,bed,10,St. Andrew,2019-12-03 00:00:00,2018-08-18 00:00:00,unknown,Reinspection due
9445,#7276,Allen Group 🏥,community health centre,unknown,210,St. James,2022-03-26 00:00:00,2021-02-17 00:00:00,unknown,Good
9449,#7279,"Ramos, Blake and Patterson Infirmary",community health centre,unknown,358,St. John,2018-02-06 00:00:00,2022-02-10 00:00:00,-59.00522;13.20519,unknown
9452,c95719,"Johnson, Smith and Carpenter Hospital (St.)💊",hospital,unknown,unknown,St. James,2022-09-15 00:00:00,2021-05-21 00:00:00,13°15′6″N 59°7′31″W,Follow-up 2023
9453,HF-7282,Lee Inc 🏥 (St.),polyclinic,bed,290,St. John,2019-10-04 00:00:00,2021-03-24 00:00:00,unknown,unknown
9455,#7283,Mitchell-Reyes Infirmary (ST.),clinic,unknown,unknown,St. James,2023-06-03 00:00:00,2024-12-12 00:00:00,"-58.87359, 13.26307",unknown
9457,7284,"Fuller, Roberson and Schneider",hospital,unknown,unknown,St. George,2021-07-10 00:00:00,2023-10-18 00:00:00,-58.77960;13.18523,Needs upgrade
9458,e8cb3b,"Foster,-Lang-and-Moore (St.)",hospital,unknown,127,St. Lucy,2020-05-01 00:00:00,2018-05-30 00:00:00,13°17′9″N 58°44′30″W,none
9459,07286,"Cain, Fitzgerald and Williams",unknown,unknown,464,St. James,2016-04-04 00:00:00,2021-06-15 00:00:00,12°59′34″N 58°54′50″W,Follow-up 2023
9460,HF-7287,"Lynch, Bradford and Hawkins Infirmary (ST.)",polyclinic,unknown,92,St. Peter,2018-11-20 00:00:00,2025-10-16 00:00:00,POINT(-59.13637 13.28339), 
9462,HF-7288,"Jackson, Miller and Perry Clinic (ChristChurch)",hospital,bed,442,Christ Church,2021-11-28 00:00:00,2023-12-01 00:00:00,13°14′38″N 58°46′58″W,unknown
9464,HF-7289,"Carey, Tran and Holloway Hosp.",community health centre,bed,306,St. Jospeh,2023-05-12 00:00:00,2021-06-24 00:00:00,-58.71879;12.95217,Needs upgrade
9465,HF-7290,Scott Group Health Centre,hospital,unknown,284,St. Andrew,2016-05-11 00:00:00,2021-08-02 00:00:00,-59.21845;13.00820,none
9466,HF-7291,Bradley LLC,hospital,unknown,unknown,St. Lucy,2021-06-08 00:00:00,2018-01-27 00:00:00,POINT(-59.09661 12.80154),Good
9468,HF-7293,Olson-Hines Health Centre (nhoJ),clinic,unknown,unknown,St. John,2019-08-18 00:00:00,2018-01-01 00:00:00,"-58.80624, 13.27257",Reinspection due
9471,fb737b,Martin-Gardner Health Centre (hcruhC),polyclinic,bed,183,Christ Church,2017-09-18 00:00:00,2018-05-09 00:00:00,"-58.81187, 12.80464",unknown
9472,HF-7296,Freeman-Lopez Polyclinic (egroeG),community health centre,bed,387,St. George,2018-10-19 00:00:00,2020-09-02 00:00:00,unknown,Needs upgrade
9475,#7299,"Johnson, Hayes and Strickland Infirmary",community health centre,unknown,45,St. Peter,2016-06-01 00:00:00,2018-12-04 00:00:00,12°52′24″N 59°12′59″W, 
9476,593457,Johnson and Sons Clinic,polyclinic,bed,69,St. Michael,2023-06-21 00:00:00,2022-09-26 00:00:00,POINT(-58.71324 13.01103),Loved it
9477,7301,Shaw Ltd Hospital,polyclinic,cot,322,St. Andrew,2021-04-30 00:00:00,2021-12-11 00:00:00,POINT(-59.03404 13.17178),Reinspection due
9481,7303,"Porter,-Horton-and-Walker Hospital",unknown,unknown,unknown,St. Lucy,2023-09-06 00:00:00,2020-01-02 00:00:00,12°50′36″N 59°11′15″W,Loved it
9483,3a81a3,Davis-Burns 🏥,community health centre,unknown,unknown,St. Jospeh,2019-08-30 00:00:00,2022-07-05 00:00:00,POINT(-58.97082 12.77372), 
9485,#7306,"Smith-Pierce Hosp. (St.George)
NewLine",hospital,bed,151,St. George,2025-12-02 00:00:00,2023-07-24 00:00:00,"-58.79845, 13.29529",Reinspection due
9486,67288f,Reese-Giles Health Centre (St.Lucy),hospital,unknown,unknown,St. Lucy,2025-07-26 00:00:00,2023-07-13 00:00:00,13°1′9″N 58°58′38″W,Loved it
9488,07308,Wood Group Hosp.,polyclinic,bed,10,Christ Church,2021-02-27 00:00:00,2022-07-14 00:00:00,unknown,Follow-up 2023
9489,7309,"Miller, Jenkins and Cummings Hospital",community health centre,bed,10,St. Andrew,2018-04-01 00:00:00,2022-05-20 00:00:00,unknown,Loved it
9492,5591e7,Glass LLC,polyclinic,cot,168,St. James,2018-08-04 00:00:00,2024-03-10 00:00:00,"13.18618, -58.73763",Good
9493,HF-7312,"Anderson,-Valenzuela-and-Andrade (CHRIST)",clinic,unknown,unknown,Christ Church,2024-11-07 00:00:00,2025-02-08 00:00:00,"12.70665, -58.87669",unknown
9494,7313,"Vaughn, Wilkinson and Reid",polyclinic,unknown,unknown,St. Peter,2016-11-09 00:00:00,unknown,unknown,Loved it
9496,#7314,Young LLC Infirmary,community health centre,unknown,unknown,St. George,2021-07-22 00:00:00,2020-03-02 00:00:00,"-59.24999, 13.18190",none
9497,07315,Vasquez-Mays Hosp. (St.),community health centre,bed,485,St. Andrew,2024-01-28 00:00:00,2025-07-11 00:00:00,"-59.05471, 12.75769",Good
9498,40d044,Turner-Powell 🏥 (St.)✨,clinic,bed,412,St. Andrew,2017-01-20 00:00:00,2018-02-25 00:00:00,unknown, 
9500,07317,"Fields, Flowers and Rosales Polyclinic",unknown,bed,221,St. John,2025-05-31 00:00:00,2023-11-28 00:00:00,"12.75649, -59.23629",Good
9502,561408,"Powell,-Cabrera-and-Murray 🏥 (ChristChurch)",hospital,unknown,407,Christ Church,2022-04-18 00:00:00,2023-10-26 00:00:00,unknown, 
9503,#7320,"Alvarez, Montgomery and Velez Hospital (st.)",unknown,unknown,unknown,St. Lucy,2017-03-04 00:00:00,2021-10-14 00:00:00,"-58.77233, 12.96735",Good
9504,7321,Poole PLC Health Centre (St.James),polyclinic,cot,75,St. James,2017-07-31 00:00:00,2025-05-16 00:00:00,unknown,unknown
9506,#7322,"Hodges,-Potts-and-Davila
NewLine",hospital,unknown,unknown,St. James,2016-02-12 00:00:00,2022-11-15 00:00:00,13°17′23″N 59°2′7″W,unknown
9507,#7323,Evans LLC Hosp. (CHRIST)💊,unknown,unknown,231,Christ Church,2023-12-22 00:00:00,2023-05-14 00:00:00,unknown,Follow-up 2023
9513,ddb780,"Cain, Jones and Dunn Hosp. (ST.)",clinic,bed,292,St. Michael,2025-02-13 00:00:00,2022-09-15 00:00:00,POINT(-59.08534 13.02326),Good
9514,7a63b6,Fuller-Diaz Clinic (Christ),hospital,cot,64,Christ Church,2016-05-17 00:00:00,2018-12-10 00:00:00,"-59.16070, 13.25585",Follow-up 2023
9516,HF-7329,"Wong, Garrett and Levy Hosp.",community health centre,bed,325,St. Peter,2025-08-30 00:00:00,2023-04-20 00:00:00,unknown,Needs upgrade
9521,#7332,"Johnson, Reese and Gutierrez",community health centre,unknown,464,St. George,2019-09-11 00:00:00,2020-03-10 00:00:00,"13.26548, -58.74104",unknown
9524,7334,Romero Ltd Hospital,community health centre,bed,152,St. James,2016-08-26 00:00:00,2022-02-27 00:00:00,12°59′37″N 59°7′16″W,Good
9525,7335,"Snyder, Parsons and Hernandez Hosp.",hospital,unknown,218,St. Lucy,2025-04-13 00:00:00,2024-09-23 00:00:00,13°16′10″N 59°11′30″W,none
9530,HF-7340,"Buchanan, Huff and Sosa Hospital",community health centre,bed,21,St. Joseph,2017-03-18 00:00:00,2022-12-28 00:00:00,-58.98727;13.18287,none
9531,07341,Rose-Bond,polyclinic,unknown,419,St. James,2025-06-10 00:00:00,2020-09-07 00:00:00,"-58.83218, 12.90682",Reinspection due
9535,HF-7345,Coleman PLC Clinic (hpesoJ),community health centre,bed,10,St. Joseph,2019-04-07 00:00:00,2024-08-26 00:00:00,unknown,unknown
9537,2c3364,Wilson-Ltd Hosp. (ST.),community health centre,unknown,53,St. George,unknown,2022-06-10 00:00:00,POINT(-58.99270 12.76434), 
9538,HF-7347,"Moss,-Shepherd-and-Norton Hospital",clinic,unknown,275,St. James,2022-11-05 00:00:00,2020-07-15 00:00:00,"-59.13144, 13.01976",Good
9539,7348,"Douglas,-Davis-and-Mcintyre Clinic",clinic,cot,206,St. Andrew,2019-06-02 00:00:00,2019-06-14 00:00:00,unknown,Needs upgrade
9540,7349,Lopez LLC 🏥 (leahciM),community health centre,unknown,35,St. Michael,2023-07-18 00:00:00,2020-01-06 00:00:00,"-58.86529, 13.29125",none
9541,f01aac,Banks LLC Polyclinic💊,community health centre,cot,313,Christ Church,2020-09-03 00:00:00,2024-09-08 00:00:00,-58.91632;12.92221,Good
9542,#7351,Conley Ltd Health Centre,community health centre,unknown,unknown,St. John,2018-06-07 00:00:00,2022-08-19 00:00:00,-59.01385;13.28473,Reinspection due
9543,#7352,Parker-Collins Medical Center (ST.),hospital,unknown,unknown,St. Jospeh,2021-01-01 00:00:00,2018-11-18 00:00:00,-59.23341;13.17551,none
9545,e4e08e,"Flowers, Hernandez and Martin Medical Center (leahciM)",unknown,unknown,unknown,St. Michael,2021-11-05 00:00:00,2022-09-17 00:00:00,"13.13624, -58.75304",Follow-up 2023
9548,07356,"Cook, Ayers and Torres 🏥",community health centre,unknown,unknown,St. James,2022-12-11 00:00:00,2018-09-23 00:00:00,unknown,Follow-up 2023
9549,76db2a,Hill-Wagner Infirmary (St.Andrew),hospital,bed,488,St. Andrew,2016-03-06 00:00:00,2018-12-27 00:00:00,POINT(-59.28114 12.78569),none
9550,64fc88,James PLC,community health centre,unknown,344,St. Andrew,2022-05-07 00:00:00,2018-01-21 00:00:00,POINT(-58.81333 13.05797),Follow-up 2023
9554,HF-7361,Mccall LLC 🏥,polyclinic,bed,315,St. George,2017-10-27 00:00:00,2020-03-23 00:00:00,"13.25126, -58.91958", 
9555,7362,"Walker, Weeks and Lopez (ST.)",hospital,unknown,unknown,St. Michael,2021-12-08 00:00:00,2021-08-18 00:00:00,"12.99938, -59.12488",Needs upgrade
9556,07363,Olsen Group Hosp. (St.),community health centre,unknown,unknown,St. Jospeh,2016-06-30 00:00:00,2020-05-04 00:00:00,-59.10223;13.28029,Good
9558,7324e9,Terry-Gomez 🏥 (ST.),community health centre,unknown,2,St. Andrew,2018-06-22 00:00:00,2020-06-11 00:00:00,"-59.16328, 13.08757",Loved it
9559,#7365,"Gilbert, Johnson and Davis Polyclinic (st.)",unknown,unknown,unknown,St. Jospeh,2023-01-30 00:00:00,2024-04-02 00:00:00,"12.84226, -58.89303",none
9561,07367,Massey and Sons Hospital,clinic,unknown,unknown,St. Michael,2025-05-19 00:00:00,2020-09-11 00:00:00,12°46′57″N 58°51′51″W,Good
9562,HF-7368,"Wright, Cross and Taylor Hospital",community health centre,cot,489,St. Lucy,2019-08-12 00:00:00,2024-06-11 00:00:00,POINT(-59.27789 13.09189),unknown
9563,79ae90,Spencer LLC 🏥,hospital,unknown,unknown,St. Peter,2025-11-10 00:00:00,2024-01-28 00:00:00,-59.28018;12.81137,Loved it
9564,573fb2,Sullivan-Walton Infirmary,polyclinic,bed,10,St. Lucy,2016-07-21 00:00:00,2020-04-22 00:00:00,12°50′18″N 58°56′51″W,Reinspection due
9566,7372,Blackburn Ltd (ST.)✨,clinic,unknown,unknown,St. James,2017-10-22 00:00:00,2022-05-22 00:00:00,12°51′49″N 58°56′46″W,Reinspection due
9567,7373,Li-Jones Hosp. (St.Lucy),unknown,bed,84,St. Lucy,2016-12-07 00:00:00,2024-06-16 00:00:00,unknown,none
9568,#7374,"Stafford,-Greene-and-Randall Infirmary",clinic,unknown,unknown,Christ Church,2023-02-06 00:00:00,2020-01-21 00:00:00,12°43′57″N 58°57′58″W,Loved it
9569,HF-7375,Castillo Inc Health Centre,unknown,bed,153,St. George,2017-12-27 00:00:00,2019-10-31 00:00:00,"12.77075, -59.12447",Needs upgrade
9571,eb24a7,"Barton, Walter and Miller Clinic",unknown,unknown,454,St. George,2021-06-12 00:00:00,2019-11-23 00:00:00,"13.28219, -59.07606", 
9573,#7378,"Hicks, Thompson and Thompson (st.)💊",community health centre,unknown,unknown,St. Michael,2018-02-15 00:00:00,2023-08-03 00:00:00,-58.73159;13.18931,Good
9574,7379,Hernandez-Lewis Hosp. (St.)©,hospital,unknown,206,St. Lucy,2021-06-29 00:00:00,2023-08-18 00:00:00,"12.78786, -59.01533",Reinspection due
9575,HF-7380,Villa-Keller,polyclinic,unknown,371,St. Michael,2022-08-31 00:00:00,2020-11-01 00:00:00,unknown,Loved it
9576,#7381,Perez-Bennett Medical Center,community health centre,bed,344,Christ Church,2018-02-10 00:00:00,2020-01-01 00:00:00,12°58′25″N 59°0′49″W,Follow-up 2023
9578,07382,"Jones, Smith and Molina Polyclinic",community health centre,cot,251,St. Lucy,2017-12-05 00:00:00,2018-10-26 00:00:00,unknown,Reinspection due
9579,#7383,"Miranda,-Greer-and-Sanchez 🏥 (st.)",hospital,unknown,293,St. George,2018-02-19 00:00:00,2021-11-04 00:00:00,POINT(-58.71538 12.89595),Needs upgrade
9580,#7384,Bond LLC Polyclinic,community health centre,cot,276,St. Andrew,2016-11-06 00:00:00,2019-10-07 00:00:00,POINT(-58.87462 13.28407),unknown
9582,7385,"Williams,-Hicks-and-Gallagher Hospital (hpesoJ)",clinic,unknown,unknown,St. Joseph,2022-04-07 00:00:00,2020-09-19 00:00:00,POINT(-58.70667 12.98721), 
9583,#7386,"Davis, Taylor and Saunders Hospital (ST.)",community health centre,cot,356,St. John,2022-04-15 00:00:00,2018-03-08 00:00:00,-58.90171;12.72911,unknown
9584,07387,Arnold-Hoffman,polyclinic,bed,270,St. James,2024-05-08 00:00:00,2024-12-26 00:00:00,unknown,Follow-up 2023
9586,#7388,Brooks-Wood (ST.),hospital,unknown,unknown,St. James,2017-10-12 00:00:00,2019-10-10 00:00:00,-59.17399;13.02720,Needs upgrade
9588,532401,"Sanchez, Robinson and Snyder",clinic,unknown,87,St. Michael,2017-02-28 00:00:00,2021-09-01 00:00:00,"-58.97272, 12.78650",Follow-up 2023
9590,HF-7391,"Taylor LLC Infirmary
NewLine",community health centre,bed,240,Christ Church,2020-12-13 00:00:00,2021-04-12 00:00:00,"-58.73796, 13.13797",none
