facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
,Gonzalez-Potter Medical Center (Christ),Clinic,180 beds,Christ Church Parish,20241128,20200106,"13.01041, -59.18229",
8743,Jackson Group Hosp. (St.Peter),Health Ctr.,ten beds,St.Peter,14/07/22,01 May 2019,13°1′33″N 58°46′34″W, 
HF-8744,"Jordan, Jackson and Wagner Health Centre (ST.)",,337 bed,ST. JOSEPH,20210515,May 16 2023,POINT(-59.02065 12.87296), 
HF-8745,Thomas LLC Clinic (St.George),,22Beds,St.George,10/07/25,September 15 2021,12°45′3″N 59°12′25″W, 
8746,Stephens and Sons Medical Center,,452 beds,St. Michael Parish,20160920,03-12-18,13°7′24″N 59°1′11″W,-
08747,Mcintyre-PLC Polyclinic (hcruhC),CHC,unknown,hcruhC tsirhC,08/07/19,07/02/24,"-59.26182, 13.14134",Needs upgrade
08747,Mcintyre-PLC Polyclinic (hcruhC),CHC,unknown,hcruhC tsirhC,08/07/19,07/02/24,"-59.26182, 13.14134",Needs upgrade
564d12,Ellis Inc Hospital (St.Lucy),CHC,N/A,St.Lucy,April 19 2020,May 14 2018,-58.86017;13.13521,Follow-up 2023
#8749,"Prince, Quinn and Hooper Polyclinic (st.)",Community Health Ctr.,271,st. peter,14 Mar 2018,32/13/99,"12.89388, -58.97120",
,Duke-PLC Health Centre,Hospital,487 patients,St.James,20191223,April 25 2022,"-58.73773, 12.82945", 
,Duke-PLC Health Centre,Hospital,487 patients,ST.JAMES,20191223,April 25 2022,"-58.73773, 12.82945", 
f7121e,"Pugh, Johnson and Lawson Polyclinic",Clinic,342 capacity,St. Peter Parish,June 09 2020,22/02/25,-58.80336;13.22619,♥
f7121e,"Pugh, Johnson and Lawson Polyclinic",Clinic,342 capacity,ST. PETER PARISH,June 09 2020,22/02/25,-58.80336;13.22619,♥
HF-8752,Adams LLC (St.),Polyclinic,ten beds,St. Michael,18/10/23,2020-06-06,-59.20936;12.92979,Follow-up 2023
HF-8753,Valencia-Rivera (Christ),Polyclinic 🏥,391 bed,Christ Church,20201101,27 Mar 2018,N/A,Reinspection due
,Bishop-Lester,Health Ctr.,34 bed,St George,November 25 2022,19-09-25,POINT(-58.75224 12.91688),Reinspection due
HF-8755,"Lewis, Dickerson and Wong (St.)💊",,ten beds,St. Michael,04 Jun 2019,11-10-18,"12.85624, -58.89345",Needs upgrade
498b99,"Brooks,-King-and-Thomas",Polyclinic 🏥,86 patients,ST. JOHN,31/07/23,20211113,-59.24731;13.04824,Reinspection due
08757,Lee-Fitzpatrick 🏥,Polyclinic,179 cots,St. Lucy Parish,2025-02-19,10/04/23,"-59.18814, 12.81792",Good
08757,Lee-Fitzpatrick 🏥,Polyclinic,179 cots,ST. LUCY PARISH,2025-02-19,10/04/23,"-59.18814, 12.81792",Good
08758,"Jackson, Soto and Brown Infirmary",Clinic🌡️,unknown,St. John ,20-01-21,07-11-22,-59.27481;12.88866,Good
08758,"Jackson, Soto and Brown Infirmary",Clinic🌡️,unknown,ST. JOHN ,20-01-21,07-11-22,-59.27481;12.88866,Good
08759,Chandler-Duke,Community Health Centre,45Beds,St. Joseph ,02/05/25,11 Sep 2020,-58.79570;13.22445,Follow-up 2023
HF-8760,Johnson Inc Health Centre,Health Ctr.,unknown,St. Andrew,20231101,22 Apr 2019,POINT(-59.20032 12.77920),
NULL,"Gomez, Bell and Miller Health Centre",Community Health Centre,23 cots,St.James,21-12-18,03-09-18,12°42′11″N 58°46′22″W, 
85fdbf,"Hoover, Young and Daniels",Polyclinic,31 cots,St John,April 25 2024,20210605,N/A,Good
85fdbf,"Hoover, Young and Daniels",Polyclinic,31 cots,St John,April 25 2024,20210605,N/A,Good
HF-8763,Hardin PLC Polyclinic,Clinic,463 bed,ST. ANDREW,2016-09-22,12-05-23,"12.75923, -58.91758",-
HF-8763,Hardin PLC Polyclinic,Clinic,463 bed,ST. ANDREW,2016-09-22,12-05-23,"12.75923, -58.91758",-
,Harvey Group,Health Ctr.,459 bed,ST. JOHN,20230131,2021-02-23,N/A,Good
,Schneider Ltd Health Centre,CHC,292 beds,St.James,23/09/16,14 Oct 2018,-59.16228;12.87901,Reinspection due
#8766,"Taylor, Ford and Forbes Hosp.",Hosp.,unknown,St. Joseph,2020-03-16,November 03 2019,N/A,Reinspection due
651ada,"Christensen, Oconnor and Moses Medical Center (St)",Hosp.,309,St Andrew,September 03 2018,06/04/19,"-59.09928, 12.72524",Follow-up 2023
651ada,"Christensen, Oconnor and Moses Medical Center (St)",Hosp.,309,ST ANDREW,September 03 2018,06/04/19,"-59.09928, 12.72524",Follow-up 2023
08768,Morales-Price Medical Center,Clinic,unknown,St. Joseph,2016-11-28,2022-03-17,12°59′8″N 59°3′5″W,Needs upgrade
08769,Lopez PLC (ST.)💊,Polyclinic,499,ST. JOSEPH,02/06/20,2022-05-29,-58.73857;13.15929,
08769,Lopez PLC (ST.)💊,Polyclinic,499,ST. JOSEPH,02/06/20,2022-05-29,-58.73857;13.15929,
HF-8770,Miller-Torres Health Centre,Health Centre,157 bed,St.Joseph,07/02/18,31-10-23,"-58.76112, 12.99195",Good
243a69,Dunn Ltd Hospital,Hospital,N/A,leahciM .tS,19 Dec 2018,20180927,"12.85193, -58.70992",Reinspection due
NULL,"Robinson,-Wright-and-Watts Clinic",Health Centre,31 patients,hcruhC tsirhC,20220409,01-04-23,"-58.91816, 12.81647",Needs upgrade
HF-8773,"Dyer, White and Jensen (St.Michael)©",Hospital,41 patients,St.Michael,18 Aug 2021,20-06-24,13°14′58″N 58°45′3″W,
,Anderson-Thompson Clinic,Community Health Centre,482 patients,St. George Parish,2018-11-20,October 13 2023,"-58.72728, 13.10730",Good
,Anderson-Thompson Clinic,Community Health Centre,482 patients,St. George Parish,2018-11-20,October 13 2023,"-58.72728, 13.10730",Good
,"Mcbride, Stevens and Stevens Hospital (ST.)",Polyclinic,11 cots,ST. ANDREW,22 Jul 2024,12 Jun 2025,-59.17101;13.17494,Follow-up 2023
,"Mcbride, Stevens and Stevens Hospital (ST.)",Polyclinic,11 cots,ST. ANDREW,22 Jul 2024,12 Jun 2025,-59.17101;13.17494,Follow-up 2023
8776,"Washington, Thomas and Becker Hosp.",,,st. peter,2019-07-26,2023-07-10,-59.04967;12.99601,Reinspection due
,"Chan, Mccullough and Brown Clinic",Hosp.,228 bed,St.Michael,32/13/99,2022-11-16,"13.20335, -58.72384",-
8778,Johnson-Ltd Polyclinic💊,Clinic,ten beds,St.Andrew,20180925,09 Jan 2020,POINT(-58.85204 12.80720),Follow-up 2023
HF-8779,Wilson-Wong Health Centre (ST.),,496,ST. GEORGE,2018-08-05,20220831,N/A,
HF-8780,"Mcintosh, Murray and Stuart Hosp.",Polyclinic,379 cots,CHRIST CHURCH,20171015,09 Oct 2022,-59.26163;12.99670,♥
#8781,"Terry, Lin and Bennett Clinic (St.Michael)",Polyclinic 🏥,8 bed,St.Michael,16/03/25,2025-07-07,-59.16766;12.76483,♥
,Taylor Group,Community Health Ctr.,unknown,ST. JOHN,13-05-23,February 08 2019,N/A,
08783,Rodriguez Group Hospital,Community Health Ctr.,,St Andrew,23/10/16,2022-12-07,POINT(-59.10307 13.13691),♥
08783,Rodriguez Group Hosp.,Community Health Ctr.,,ST ANDREW,23/10/16,2022-12-07,POINT(-59.10307 13.13691),♥
NULL,Steele-and-Sons (ST.),Health Ctr.,402 beds,ST. PETER,2019-06-03,September 26 2022,-59.16007;12.84614,♥
HF-8785,"Edwards,-Johnson-and-Camacho",Health Ctr.,unknown,ST. JOSEPH,2019-01-17,12/12/22,"13.09558, -59.02090",Reinspection due
#8786,Walker LLC,Polyclinic 🏥,ten beds,St. Peter ,08 Jul 2022,13/06/20,"13.11253, -59.04760",
8786,Walker LLC,Polyclinic 🏥,ten,St. Peter ,08 Jul 2022,13/06/20,"13.11253, -59.04760",
08787,Edwards-Hall Hosp. (reteP),Health Ctr.,266,reteP .tS,06-07-22,20241123,"-59.23160, 13.17037",
0cf982,Golden-and-Sons Hosp.,Community Health Centre,270,st. james,02 Sep 2016,19 Mar 2025,POINT(-58.87020 12.81515),Reinspection due
8789,Huffman-Price,Clinic🌡️,306,St Andrew,2018-03-17,January 04 2018,N/A,Follow-up 2023
588635,"Singh, Burns and Mclean Hosp. (St.)
NewLine",Polyclinic,3 beds,St. Andrew ,09-07-23,20180512,POINT(-59.14658 12.81747),Reinspection due
8791,Buckley-PLC Infirmary (St.),Health Ctr.,N/A,St. John ,2023-06-21,2025-07-30,N/A, 
8791,Buckley-PLC Infirmary (St.),Health Ctr.,N/A,St. John ,2023-06-21,2025-07-30,N/A, 
,"Schneider Inc Infirmary
NewLine",Clinic🌡️,,St John,June 08 2025,23/07/22,"-58.78483, 12.87516",
8793,Henson-Thompson,Clinic🌡️,194Beds,st. michael,2025-11-26,2018-02-04,13°9′36″N 58°47′47″W, 
#8794,Brown-and-Sons,,74Beds,st. joseph,May 02 2017,04-12-21,N/A,Reinspection due
NULL,Adams PLC,,unknown,ST. MICHAEL,2021-04-08,27-01-24,N/A,
NULL,Adams PLC,,unknown,ST. MICHAEL,2021-04-08,27-01-24,N/A,
08796,"Garcia,-Ortega-and-David Hosp.",Health Centre,15 beds,St.Andrew,23 Jun 2018,28 Jun 2019,N/A,♥
08797,Lowery-Lozano Health Centre (St.),CHC,255 patients,St. Joseph Parish,2025-08-30,25/02/25,13°0′44″N 58°57′47″W,-
HF-8798,"Harris, Richards and Reyes Polyclinic",Community Health Ctr.,390 bed,leahciM .tS,20230123,20231009,"-59.00754, 12.85750",-
,Lee-PLC Polyclinic,Community Health Ctr.,275 beds,St. John,28-10-16,21-01-21,12°50′44″N 58°51′24″W, 
NULL,Lin Group 🏥 (St.Peter),Community Health Ctr.,154Beds,St.Peter,2022-03-01,25/02/23,"12.79806, -58.75773",-
NULL,Lin Group 🏥 (St.Peter),Community Health Ctr.,154Beds,St.Peter,2022-03-01,25/02/23,"12.79806, -58.75773",-
08801,"Lopez,-Stanley-and-Chavez Medical Center (St.)",Hosp.,N/A,St. Lucy Parish,May 11 2016,2025-06-18,-59.01404;13.06229,Needs upgrade
#8802,"Wood, Liu and Crosby Hospital",,unknown,St. Joseph ,14 Aug 2021,2023-04-11,12°48′34″N 59°17′0″W,
#8802,"Wood, Liu and Crosby Hospital",,unknown,ST. JOSEPH ,14 Aug 2021,2023-04-11,12°48′34″N 59°17′0″W,
#8803,Torres Ltd Hosp. (St.George),Community Health Centre,,St.George,20230903,28 Feb 2019,-58.84208;13.27032,Follow-up 2023
8804,Campbell LLC Hosp.,Polyclinic,,St.John,August 10 2023,20251126,POINT(-58.73256 12.87502),Follow-up 2023
NULL,Villa-Green Medical Center (St.),Clinic🌡️,ten beds,St. Joseph,September 20 2023,October 21 2018,13°6′42″N 59°2′9″W,Needs upgrade
NULL,Villa-Green Medical Center (St.),Clinic🌡️,ten beds,ST. JOSEPH,September 20 2023,October 21 2018,13°6′42″N 59°2′9″W,Needs upgrade
HF-8806,"Rodriguez,-Holden-and-Salas Infirmary (St.)",Polyclinic,458Beds,St. John ,2017-08-24,April 05 2018,"12.97111, -58.70428",♥
08807,Young-Smith Infirmary,Health Centre,261 capacity,St.Lucy,20 Jul 2019,14 Apr 2022,"13.05518, -59.08662",Good
NULL,Bush Group Health Centre,Hospital,unknown,St. John,25-10-18,22-02-22,POINT(-58.82740 13.14083),Good
f2da0b,Mcbride-Lawson,Clinic🌡️,207 beds,St.James,22/10/18,30/08/19,12°50′36″N 58°45′16″W,Good
f2da0b,Mcbride-Lawson,Clinic🌡️,207 beds,ST.JAMES,22/10/18,30/08/19,12°50′36″N 58°45′16″W,Good
HF-8810,"Montes, Smith and Johnson Health Centre",Health Ctr.,162 beds,St. Peter Parish,18-11-23,20181115,POINT(-59.27433 13.13841),Good
HF-8810,"Montes, Smith and Johnson Health Centre",Health Ctr.,162 beds,St. Peter Parish,18-11-23,20181115,POINT(-59.27433 13.13841),Good
08811,Taylor PLC Polyclinic,Clinic🌡️,ten beds,st. joseph,May 13 2016,11 Jan 2025,"12.83124, -59.18313", 
NULL,"Thomas, Horn and Bailey Health Centre (Christ)",Polyclinic,,Christ Church,24/08/17,13/07/21,"13.03602, -58.91972",Reinspection due
NULL,"Thomas, Horn and Bailey Health Centre (Christ)",Polyclinic,,Christ Church,24/08/17,13/07/21,"13.03602, -58.91972",Reinspection due
d5a07c,Pierce-Ho Hospital💊,,263,St.George,17-05-18,12/11/23,-58.93687;12.84501,Reinspection due
#8814,Pennington-Ltd Polyclinic (leahciM),Health Ctr.,360Beds,leahciM .tS,27/02/20,2018-03-04,"-58.97385, 13.26792",Good
49378e,"Adams,-Carr-and-Johnson Clinic",Clinic,284 bed,St Joseph,30-11-16,03-11-21,12°45′13″N 59°10′49″W,♥
49378e,"Adams,-Carr-and-Johnson Clin.",Clinic,284 bed,ST JOSEPH,30-11-16,03-11-21,12°45′13″N 59°10′49″W,♥
HF-8816,"White, Ballard and Ford Medical Center (St.)©",Community Health Ctr.,95 capacity,St. Peter,20210817,11-04-21,"-59.22348, 13.08567",-
NULL,Russell PLC Infirmary (St.),Hospital,251 beds,St. Peter ,04-08-22,30/06/25,N/A,♥
NULL,Lopez-Jones Health Centre,Community Health Ctr.,N/A,Christ Church ,23/01/20,18-05-18,N/A,
NULL,Day and Sons Medical Center,,N/A,St. Peter Parish,2023-02-24,2018-02-26,-58.93665;13.01721,
NULL,Day and Sons Medical Center,,N/A,St. Peter Parish,2023-02-24,2018-02-26,-58.93665;13.01721,
,Wood-Pearson (St.James),Clinic🌡️,ten beds,St.James,20160821,November 12 2021,"13.21252, -58.78768",Reinspection due
HF-8821,Smith-Hernandez 🏥,Clinic🌡️,N/A,Christ Church ,25/07/18,2020-10-31,-59.03607;12.92892,Needs upgrade
,Meyers-Ltd Hosp. (reteP),CHC,244 beds,reteP .tS,12/12/21,2025-12-13,-59.05621;12.83225,
NULL,Church PLC Health Centre,Polyclinic 🏥,unknown,st. andrew,17-06-23,April 23 2024,"-58.76546, 13.11561",
08824,Hooper-Rodriguez Health Centre (St.),Community Health Centre,458Beds,St. Michael ,September 23 2024,09/04/22,POINT(-59.07668 13.16902),
08825,"Sandoval, Mooney and Greer 🏥 (St.)",Health Centre,N/A,St. Andrew ,06 Aug 2021,2020-08-12,"-58.78820, 13.29551",♥
08825,"Sandoval, Mooney and Greer 🏥 (St.)",Health Centre,N/A,St. Andrew ,06 Aug 2021,2020-08-12,"-58.78820, 13.29551",♥
NULL,"Luna, Weeks and Holt Medical Center (ST.)",CHC,218 cots,ST. JOSEPH,20180801,20251016,"-58.85905, 12.72858",Good
8827,Browning PLC Polyclinic (St.),Hospital,90 patients,St. Lucy Parish,19/02/19,14-04-23,"-59.20369, 13.03588",
8827,Browning PLC Polyclinic (St.),Hospital,90 patients,St. Lucy Parish,19/02/19,14-04-23,"-59.20369, 13.03588",
08828,Nelson LLC 🏥,Clinic,136 bed,st. george,20251021,2025-03-26,POINT(-59.02160 13.28461),
08829,"Peck, Ball and Cruz",Clinic,56 capacity,leahciM .tS,13/07/19,25 Oct 2022,-58.94774;12.81151,Follow-up 2023
NULL,"Ferguson, Taylor and Diaz",Clinic🌡️,unknown,nhoJ .tS,07/03/18,29-01-21,N/A,Reinspection due
NULL,Eaton Inc Clinic,Health Ctr.,N/A,St. Peter,20250530,26/04/21,"-59.21165, 12.74406",Follow-up 2023
NULL,Kelly-Hill Infirmary,,unknown,hpesoJ .tS,2018-12-06,32/13/99,-59.14297;12.82566, 
8833,"Chapman, Robinson and Morgan Hospital (st.)",Community Health Ctr.,442 beds,st. michael,30 Aug 2021,27/08/25,POINT(-59.16046 12.92090),Good
8834,Nelson-Garcia Medical Center,Polyclinic 🏥,unknown,St. James,2017-05-29,14/03/25,12°57′10″N 58°49′7″W, 
8834,Nelson-Garcia Medical Center,Polyclinic 🏥,unknown,St. James,2017-05-29,14/03/25,12°57′10″N 58°49′7″W, 
HF-8835,Ford-Clark 🏥,Clinic,194 cots,St.Peter,02 Jan 2023,20-07-18,"12.91983, -59.04151",Good
HF-8835,Ford-Clark 🏥,Clinic,194 cots,ST.PETER,02 Jan 2023,20-07-18,"12.91983, -59.04151",Good
#8836,Flores-Inc,Community Health Centre,80,st. michael,2023-10-11,April 27 2023,12°59′35″N 59°17′55″W,Needs upgrade
#8836,Flores-Inc,Community Health Centre,80,st. michael,2023-10-11,April 27 2023,12°59′35″N 59°17′55″W,Needs upgrade
HF-8837,Bryant-Group Hospital,CHC,285Beds,egroeG .tS,July 01 2022,18/07/25,12°49′56″N 58°44′46″W,
,Garcia-LLC Clinic (St.John),Polyclinic,286 patients,St.John,December 16 2020,2020-11-25,"12.80800, -58.87562", 
8a3d79,Rice Group 🏥,Polyclinic 🏥,,St. Peter,01/02/23,July 30 2025,"13.13665, -59.21744",
NULL,King-PLC Hosp.,Hosp.,373 bed,Christ Church,March 08 2018,11-07-24,-58.77874;13.21400,
d7e82f,"Vazquez, Brown and Reynolds Hospital",Polyclinic 🏥,N/A,St Michael,2025-12-29,21 Jul 2018,-58.73835;12.70121,♥
d7e82f,"Vazquez, Brown and Reynolds Hosp.",Polyclinic 🏥,N/A,ST MICHAEL,2025-12-29,21 Jul 2018,-58.73835;12.70121,♥
#8842,Evans-Myers Hospital (Christ),,371 patients,Christ Church,2023-05-11,20240704,12°54′37″N 58°48′46″W,Reinspection due
HF-8843,Ortiz-Watson Infirmary (ST.),Polyclinic 🏥,,ST. JOSEPH,22/10/25,23-07-20,"12.93972, -59.04927",Needs upgrade
#8844,Cardenas-Group Hosp. (St.),Health Centre,304 cots,St. Joseph Parish,09-07-24,09/04/21,N/A,♥
8844,Cardenas-Group Hosp. (St.),Health Centre,304 cots,St. Joseph Parish,09-07-24,09/04/21,N/A,♥
,"Santos-PLC
NewLine",Community Health Centre,unknown,werdnA .tS,2018-05-13,2024-06-12,N/A,Reinspection due
08846,Flores-LLC Hospital (egroeG),CHC,125,egroeG .tS,16/01/24,20200223,"12.70064, -59.04907", 
NULL,"Day,-Tate-and-Brown",,N/A,St. George,30 Jun 2019,11-09-23,"-58.82141, 13.02356",
8848,Arnold Ltd Polyclinic (St.),Clinic🌡️,11,St. Joseph,20240825,05-04-23,N/A,Good
#8849,Collins-Inc,Hosp.,214,ST. PETER,November 16 2024,32/13/99,"-58.79310, 12.87980",Reinspection due
#8850,Jones-Gibson (ST.),Clinic,345,ST. MICHAEL,2023-07-12,09/11/19,-59.06466;13.29843,♥
#8850,Jones-Gibson (ST.),Clinic,345,ST. MICHAEL,2023-07-12,09/11/19,-59.06466;13.29843,♥
8851,Kline-Briggs Clinic✨,Hospital,76 beds,ST. JOHN,20241008,03/10/23,POINT(-59.20053 13.24768), 
8852,"Morris, Johnson and Hernandez Infirmary (st.)©",,N/A,st. john,11/04/21,2020-10-10,12°42′54″N 58°52′18″W, 
c9e79f,"Hoffman, Novak and Schneider",CHC,419 cots,ST. JOSEPH,19 Feb 2021,February 08 2022,13°5′4″N 59°8′17″W,Needs upgrade
,Caldwell-Ortega 🏥💊,Polyclinic,,St. Andrew Parish,01 Dec 2020,20180616,"-58.85760, 12.80296",Good
,Caldwell-Ortega 🏥💊,Polyclinic,,ST. ANDREW PARISH,01 Dec 2020,20180616,"-58.85760, 12.80296",Good
HF-8855,Schwartz-Campbell Hospital (St.),Hosp.,N/A,St. Michael,20190618,08-01-20,N/A,
HF-8856,"Mccoy, Burke and Pratt Health Centre (st.)",Health Ctr.,N/A,st. andrew,2017-03-10,02-04-18,POINT(-58.72207 12.95279),Reinspection due
#8857,"Anderson, Taylor and Reilly Infirmary (St.)",Community Health Ctr.,unknown,St. Michael ,20160429,May 08 2024,-59.18811;13.28775, 
,"Diaz,-Holmes-and-Alvarado Hosp.",Hospital,ten beds,St.John,July 28 2021,October 14 2023,13°11′52″N 59°13′50″W,
,Fisher Inc,Clinic🌡️,55,St. Lucy,27/12/19,20/11/18,POINT(-58.89450 13.27679),
#8860,Smith Ltd Polyclinic (St.Michael),Community Health Centre,305 cots,St.Michael,03 Nov 2017,04-06-20,"13.19630, -59.05352",
NULL,Smith PLC Health Centre,Clinic🌡️,ten beds,ST. JOSEPH,21-03-19,07-06-24,N/A,
NULL,Smith PLC Health Centre,Clinic🌡️,ten beds,ST. JOSEPH,21-03-19,07-06-24,N/A,
NULL,Lyons PLC Medical Center,Hospital,288,St. Michael Parish,2022-07-23,2020-12-24,-59.09580;13.21127, 
#8863,Gibbs LLC Hosp.,Health Ctr.,,St. Michael Parish,30/03/17,04/12/22,-58.95055;13.11267,
HF-8864,Ramirez-Krause Hosp.,Community Health Ctr.,427 capacity,ST. JOHN,24-04-25,13/01/19,-59.10581;12.95462,Good
8865,Ramos-Martin Medical Center (St.),Health Ctr.,unknown,St. Peter,20210504,17 Jul 2024,12°53′54″N 58°57′46″W,
08866,Carter-Smith Polyclinic,CHC,unknown,Christ Church,04/06/18,20230517,N/A,Reinspection due
HF-8867,"Hood, Lopez and Cooper",Health Centre,63,St Joseph,November 27 2023,2023-04-15,POINT(-59.18809 13.23370),Needs upgrade
#8868,"Rogers LLC Polyclinic (christ)
NewLine",Health Centre,241 bed,christ church,April 23 2018,27 Jan 2024,"13.21635, -58.83957",Needs upgrade
08869,"Cain, Contreras and Johnson Hospital",Health Ctr.,178 patients,St. Joseph Parish,08/05/24,01-11-21,-58.85568;12.94303,
#8870,"Diaz, Coleman and Shaffer Health Centre (St.)",Hosp.,224,St. George Parish,21/09/16,09/02/19,-58.85097;12.81683,Needs upgrade
,Hughes Inc Clinic©,Hospital,160Beds,st. james,09-07-25,20190724,POINT(-59.11665 12.94566),Reinspection due
HF-8872,Cole-Chapman,Health Ctr.,310 capacity,St. James ,2021-04-10,2024-05-12,N/A,-
,"Glenn, Cook and Jackson Clinic (St.Lucy)",Polyclinic 🏥,17 cots,St.Lucy,2020-10-20,10/04/23,POINT(-58.73046 13.01033),
,"Glenn, Cook and Jackson Clin. (St.Lucy)",Polyclinic 🏥,17 cots,St.Lucy,2020-10-20,10/04/23,POINT(-58.73046 13.01033),
1fa3aa,Day PLC Medical Center (St.)✨,CHC,,St. Michael,2020-03-13,24-04-19,"-59.15107, 12.81329",♥
HF-8875,Payne-Lee Infirmary,Community Health Centre,unknown,St.James,2022-09-22,2022-10-30,13°10′59″N 58°58′13″W,-
HF-8875,Payne-Lee Infirmary,Community Health Centre,unknown,St.James,2022-09-22,2022-10-30,13°10′59″N 58°58′13″W,-
HF-8876,Campbell PLC Medical Center (St),Community Health Ctr.,412 capacity,St John,24 Oct 2019,28 Mar 2023,POINT(-58.95192 13.24984),♥
HF-8876,Campbell PLC Medical Center (St),Community Health Ctr.,412 capacity,St John,24 Oct 2019,28 Mar 2023,POINT(-58.95192 13.24984),♥
08877,Harrell PLC Health Centre,Polyclinic 🏥,166Beds,Christ Church,27-12-18,10 Nov 2019,POINT(-59.21372 12.77545),-
08877,Harrell PLC Health Centre,Polyclinic 🏥,166Beds,CHRIST CHURCH,27-12-18,10 Nov 2019,POINT(-59.21372 12.77545),-
HF-8878,"Carter, Contreras and Carter Health Centre",,386 patients,ST. JOSEPH,20250923,04/08/22,"-58.97963, 13.29706",
,Gonzalez PLC,Polyclinic,ten beds,ST. MICHAEL,2017-12-10,24/03/21,"12.88741, -59.06331", 
,"Hart, Clark and Chan",CHC,,St.Joseph,29-06-23,20240509,-58.79538;13.06050,Reinspection due
,"Hart, Clark and Chan",CHC,,St.Joseph,29-06-23,20240509,-58.79538;13.06050,Reinspection due
938b91,Horton Ltd,,358 cots,St.James,20190215,May 13 2019,POINT(-58.79478 13.15654),Follow-up 2023
HF-8882,Anderson-Meyers 🏥,,59 patients,St. Peter,July 22 2022,29/04/22,-58.81271;12.99731, 
8883,Johnson-Watson Clinic,Health Ctr.,N/A,ycuL .tS,14-09-18,20240818,-59.02929;12.86356, 
8884,Garza-Weaver,Community Health Ctr.,187 bed,ChristChurch,December 15 2021,20250407,POINT(-59.29519 12.80728),Reinspection due
8884,Garza-Weaver,Community Health Ctr.,187 bed,ChristChurch,December 15 2021,20250407,POINT(-59.29519 12.80728),Reinspection due
#8885,Reyes-Glover 🏥,Clinic🌡️,ten beds,St.Andrew,20250620,23/07/20,POINT(-58.70871 13.28011),Good
8885,Reyes-Glover 🏥,Clinic🌡️,ten beds,ST.ANDREW,20250620,23/07/20,POINT(-58.70871 13.28011),Good
#8886,Hensley and Sons Medical Center,Polyclinic 🏥,unknown,St. Lucy ,20161229,19 May 2022,13°3′58″N 59°17′21″W,Reinspection due
HF-8887,Holmes-Williams,,1 bed,Christ Church ,02 Jul 2020,24 Apr 2023,POINT(-58.95260 13.23203),-
08888,Bishop-Klein (St.),Clinic🌡️,328 beds,St. Michael Parish,20180302,11 May 2020,"-59.14729, 13.10217",Reinspection due
8889,"Morgan-Downs Infirmary
NewLine",Clinic,243 cots,Christ Church,2018-01-04,20241019,"12.92585, -59.19387",♥
8889,"Morgan-Downs Infirmary
NewLine",Clinic,243 cots,Christ Church,2018-01-04,20241019,"12.92585, -59.19387",♥
591616,Barnes-Group Clinic,Hospital,121 patients,st. james,2016-10-11,2020-07-11,N/A, 
591616,Barnes-Group Clin.,Hospital,121 patients,ST. JAMES,2016-10-11,2020-07-11,N/A, 
